stu_id,credit,sequence,length
AUS000067712646,1,baab,4.0
AUS000067712648,1,ab,2.0
AUS000067712649,0,b,1.0
AUS000054210076,0,b,1.0
AUS000054210067,0,b,1.0
AUS000000100008,1,bab,3.0
AUS000000100005,1,bab,3.0
AUS000018503481,1,ab,2.0
AUS000018503477,1,ab,2.0
AUS000018503485,0,ab,2.0
AUS000018503476,0,b,1.0
AUS000012602353,0,b,1.0
AUS000009901860,1,ab,2.0
AUS000037006825,0,ab,2.0
AUS000037006838,0,bb,2.0
AUS000034406385,0,bb,2.0
AUS000034406393,0,b,1.0
AUS000067212578,1,bab,3.0
AUS000053309898,1,abab,4.0
AUS000038307091,0,b,1.0
AUS000038307095,1,ab,2.0
AUS000012502325,1,ab,2.0
AUS000012502331,1,ab,2.0
AUS000012502336,1,abb,3.0
AUS000057310668,1,abab,4.0
AUS000057310674,1,babb,4.0
AUS000073613749,0,b,1.0
AUS000073613738,0,a,1.0
AUS000073613739,0,b,1.0
AUS000074613943,1,bab,3.0
AUS000074613944,1,ab,2.0
AUS000049509203,0,a,1.0
AUS000054710189,1,ab,2.0
AUS000054710169,1,bab,3.0
AUS000026304885,1,ab,2.0
AUS000026304890,1,bab,3.0
AUS000070813207,1,ab,2.0
AUS000070813208,0,b,1.0
AUS000070813224,1,ab,2.0
AUS000054810204,0,ba,2.0
AUS000048208916,1,bab,3.0
AUS000048208905,1,abab,4.0
AUS000027805191,1,abab,4.0
AUS000027805198,0,a,1.0
AUS000027805210,0,a,1.0
AUS000050509401,1,bab,3.0
AUS000050509390,0,b,1.0
AUS000024704565,0,a,1.0
AUS000057810757,1,bab,3.0
AUS000039507311,0,b,1.0
AUS000060611298,0,b,1.0
AUS000060611299,0,bb,2.0
AUS000005601082,1,ab,2.0
AUS000052809815,0,a,1.0
AUS000022004075,1,babb,4.0
AUS000022004067,0,b,1.0
AUS000022004062,0,a,1.0
AUS000020903878,1,ab,2.0
AUS000049109117,0,b,1.0
AUS000028005229,0,a,1.0
AUS000048809049,0,b,1.0
AUS000045708476,0,aa,2.0
AUS000063111767,1,abab,4.0
AUS000065412220,0,baa,3.0
AUS000065412233,0,b,1.0
AUS000065412229,0,b,1.0
AUS000037306878,0,b,1.0
AUS000008901666,1,ab,2.0
AUS000008901653,1,ab,2.0
AUS000018003392,1,abab,4.0
AUS000061911541,1,ababb,5.0
AUS000052609788,0,aba,3.0
AUS000053509942,0,a,1.0
AUS000053509951,1,ab,2.0
AUS000041307633,0,b,1.0
AUS000060811330,0,b,1.0
AUS000060811332,1,ab,2.0
AUS000036006674,1,abaab,5.0
AUS000063011746,1,abab,4.0
AUS000041107609,1,bab,3.0
AUS000041107601,1,abab,4.0
AUS000041107604,1,bab,3.0
AUS000000700123,1,ab,2.0
AUS000000700125,0,a,1.0
AUS000032506033,1,bab,3.0
AUS000032506040,1,bab,3.0
AUS000032506041,1,ab,2.0
AUS000058410873,0,a,1.0
AUS000058410869,1,ab,2.0
AUS000065612261,0,b,1.0
AUS000065612275,0,a,1.0
AUS000043007953,0,b,1.0
AUS000044408233,1,ab,2.0
AUS000011802198,0,b,1.0
AUS000013102440,1,bab,3.0
AUS000033406220,1,ab,2.0
AUS000033406213,0,bb,2.0
AUS000042607884,1,ab,2.0
AUS000042607890,0,a,1.0
AUS000042607892,0,a,1.0
AUS000042607886,0,aa,2.0
AUS000013402509,1,bab,3.0
AUS000013402503,1,bab,3.0
AUS000071613358,0,b,1.0
AUS000046608640,1,ab,2.0
AUS000046608629,1,ab,2.0
AUS000013302488,0,a,1.0
AUS000013302481,1,ab,2.0
AUS000013302490,1,bab,3.0
AUS000013302495,0,b,1.0
AUS000059111010,0,a,1.0
AUS000045608455,0,ab,2.0
AUS000045608458,0,b,1.0
AUS000045608463,0,b,1.0
AUS000042007753,1,ab,2.0
AUS000038607145,1,babb,4.0
AUS000038607150,1,ab,2.0
AUS000058210823,0,b,1.0
AUS000018903549,0,b,1.0
AUS000027005019,0,bb,2.0
AUS000027005038,1,ab,2.0
AUS000027005036,0,a,1.0
AUS000049909279,0,b,1.0
AUS000049909272,1,abab,4.0
AUS000070113092,0,b,1.0
AUS000070113083,1,ab,2.0
AUS000002500480,1,ab,2.0
AUS000065812303,1,bab,3.0
AUS000065812318,1,ab,2.0
AUS000039907384,1,ab,2.0
AUS000016403094,1,ab,2.0
AUS000016403084,1,abaaaaab,8.0
AUS000022404139,0,a,1.0
AUS000064712071,1,bab,3.0
AUS000039607316,1,ab,2.0
AUS000039607335,1,aab,3.0
AUS000039607333,0,b,1.0
AUS000005100984,0,a,1.0
AUS000047008711,0,b,1.0
AUS000021003887,0,b,1.0
AUS000021003897,1,ab,2.0
AUS000012702383,1,ab,2.0
AUS000046208571,1,ab,2.0
AUS000045108374,0,b,1.0
AUS000045108360,1,abab,4.0
AUS000014102620,1,ab,2.0
AUS000042307827,0,b,1.0
AUS000030105585,1,ab,2.0
AUS000045408429,0,b,1.0
AUS000062411630,1,ab,2.0
AUS000028205267,1,ab,2.0
AUS000028205265,0,b,1.0
AUS000049309162,1,abab,4.0
AUS000038207070,0,bb,2.0
AUS000038207063,1,ab,2.0
AUS000038207080,0,a,1.0
AUS000061211403,1,ab,2.0
AUS000061211419,0,b,1.0
AUS000061211402,0,b,1.0
AUS000058010794,1,bab,3.0
AUS000058810958,0,aa,2.0
AUS000067412600,1,ab,2.0
AUS000067412607,0,a,1.0
AUS000011002054,1,bab,3.0
AUS000011002060,0,b,1.0
AUS000011002052,1,ab,2.0
AUS000034606432,0,b,1.0
AUS000034606421,0,bb,2.0
AUS000022304125,1,ab,2.0
AUS000022304111,1,ababab,6.0
AUS000022304129,1,ab,2.0
AUS000022304121,1,bab,3.0
AUS000003700709,0,b,1.0
AUS000037406908,0,ba,2.0
AUS000037406906,1,ab,2.0
AUS000037406912,1,bab,3.0
AUS000045208378,1,abab,4.0
AUS000019203586,1,bab,3.0
AUS000075514131,1,abab,4.0
AUS000075514117,0,b,1.0
AUS000056410492,0,a,1.0
AUS000073213660,0,a,1.0
AUS000073213649,1,babab,5.0
AUS000053409914,1,ab,2.0
AUS000053409919,1,aabab,5.0
AUS000069613015,1,abab,4.0
AUS000001700316,0,b,1.0
AUS000001700314,1,ab,2.0
AUS000001700311,1,bab,3.0
AUS000001700312,1,bab,3.0
AUS000057010608,0,bb,2.0
AUS000031005776,0,b,1.0
AUS000031005758,1,ab,2.0
AUS000014302688,0,a,1.0
AUS000014302676,0,a,1.0
AUS000014302680,1,babb,4.0
AUS000063411822,0,a,1.0
AUS000063411831,1,ababb,5.0
AUS000063411816,1,ab,2.0
AUS000039307263,0,b,1.0
AUS000039307257,1,ab,2.0
AUS000039307255,1,abab,4.0
AUS000025504701,1,ab,2.0
AUS000017203236,1,bab,3.0
AUS000022504166,1,abb,3.0
AUS000074113837,1,bab,3.0
AUS000074113835,1,ab,2.0
AUS000018703517,1,aab,3.0
AUS000018703513,1,ab,2.0
AUS000064812093,0,b,1.0
AUS000064812098,0,b,1.0
AUS000064812083,1,abab,4.0
AUS000029705527,1,ab,2.0
AUS000029705513,1,ab,2.0
AUS000029705521,0,b,1.0
AUS000069212938,0,ba,2.0
AUS000077214419,0,a,1.0
AUS000077214425,1,bab,3.0
AUS000047808856,1,ab,2.0
AUS000047808862,1,ab,2.0
AUS000047808855,0,a,1.0
AUS000016703142,0,b,1.0
AUS000025604746,0,b,1.0
AUS000025604745,1,ab,2.0
AUS000025604754,1,ab,2.0
AUS000041007579,0,a,1.0
AUS000068112723,1,bab,3.0
AUS000068112718,1,babb,4.0
AUS000019103582,1,ab,2.0
AUS000019103576,0,b,1.0
AUS000019103570,1,ab,2.0
AUS000051909639,0,b,1.0
AUS000059711108,1,ab,2.0
AUS000059711113,0,b,1.0
AUS000029005408,1,ab,2.0
AUS000029005402,1,ab,2.0
AUS000055410285,1,bab,3.0
AUS000037706978,1,abab,4.0
AUS000037706963,0,b,1.0
AUS000025404665,0,aaaaa,5.0
AUS000025404667,1,ab,2.0
AUS000025404675,0,b,1.0
AUS000076614304,0,aba,3.0
AUS000066312403,0,a,1.0
AUS000066312401,0,b,1.0
AUS000066312409,1,bab,3.0
AUS000018303443,0,b,1.0
AUS000019503643,1,ab,2.0
AUS000070613182,1,ab,2.0
AUS000054110044,1,aababab,7.0
AUS000054110045,1,abbab,5.0
AUS000057610718,0,b,1.0
AUS000057610713,1,ab,2.0
AUS000006101164,1,ab,2.0
AUS000062811698,0,a,1.0
AUS000062811708,1,abab,4.0
AUS000016503118,1,babab,5.0
AUS000056010408,0,b,1.0
AUS000061511472,0,a,1.0
AUS000061511475,1,abab,4.0
AUS000059010993,0,b,1.0
AUS000071213295,0,a,1.0
AUS000071213292,1,abb,3.0
AUS000009601808,0,b,1.0
AUS000009601800,1,ab,2.0
AUS000009601807,1,ab,2.0
AUS000004500885,1,ab,2.0
AUS000061311431,1,bab,3.0
AUS000061311437,0,a,1.0
AUS000061311424,0,a,1.0
AUS000028505315,1,bab,3.0
AUS000028505306,0,b,1.0
AUS000066212387,1,babab,5.0
AUS000014402699,1,ab,2.0
AUS000014402696,0,b,1.0
AUS000026704966,0,b,1.0
AUS000041907744,0,a,1.0
AUS000040807552,1,baaaaab,7.0
AUS000008801643,0,b,1.0
AUS000039807366,0,bb,2.0
AUS000023004262,1,bab,3.0
AUS000023004263,0,b,1.0
AUS000023004258,0,b,1.0
AUS000072113437,0,b,1.0
AUS000021904056,1,ababb,5.0
AUS000046508610,0,ba,2.0
AUS000032406015,1,abab,4.0
AUS000032406028,1,aaaaabab,8.0
AUS000040507492,1,ab,2.0
AUS000040507495,1,bab,3.0
AUS000040507493,1,ab,2.0
AUS000010401946,0,b,1.0
AUS000010401945,0,b,1.0
AUS000033506238,0,a,1.0
AUS000033506235,1,ab,2.0
AUS000033506237,1,bab,3.0
AUS000049809251,1,bab,3.0
AUS000049809270,1,bab,3.0
AUS000077114396,1,abab,4.0
AUS000077114398,0,a,1.0
AUS000077114403,0,b,1.0
AUS000008101533,0,a,1.0
AUS000050309364,1,bbbab,5.0
AUS000050309363,1,abaaaaab,8.0
AUS000074914000,1,ab,2.0
AUS000074914012,0,b,1.0
AUS000074914005,1,abab,4.0
AUS000074914015,1,abab,4.0
AUS000000600100,1,bab,3.0
AUS000000600104,1,ab,2.0
AUS000000600109,1,ababab,6.0
AUS000052509752,1,ab,2.0
AUS000052509755,1,ab,2.0
AUS000066012346,0,b,1.0
AUS000066012349,1,ab,2.0
AUS000066012341,1,bab,3.0
AUS000059911158,1,ab,2.0
AUS000029505480,1,abab,4.0
AUS000033706277,0,b,1.0
AUS000003800744,0,bb,2.0
AUS000003500683,0,a,1.0
AUS000003500672,0,b,1.0
AUS000003500685,1,bab,3.0
AUS000070213108,0,bbb,3.0
AUS000070213097,1,ab,2.0
AUS000038407107,0,a,1.0
AUS000038407119,1,ab,2.0
AUS000072513517,0,a,1.0
AUS000072513514,1,ab,2.0
AUS000033006123,0,bb,2.0
AUS000033006139,0,a,1.0
AUS000071913411,1,bab,3.0
AUS000000500095,1,ab,2.0
AUS000028105246,1,bab,3.0
AUS000028105254,0,ba,2.0
AUS000068012696,1,ab,2.0
AUS000068412779,1,ab,2.0
AUS000068412768,0,b,1.0
AUS000002300432,1,abab,4.0
AUS000002300445,1,ab,2.0
AUS000002300434,1,abab,4.0
AUS000020603810,1,abab,4.0
AUS000020603806,1,babb,4.0
AUS000047608812,1,bab,3.0
AUS000021203929,1,ab,2.0
AUS000021203941,1,bab,3.0
AUS000023504328,0,b,1.0
AUS000023504323,1,bab,3.0
AUS000016303075,1,abab,4.0
AUS000016303070,0,b,1.0
AUS000016303074,0,b,1.0
AUS000001600306,0,b,1.0
AUS000036706782,1,ab,2.0
AUS000058510886,0,b,1.0
AUS000058510885,1,ab,2.0
AUS000058510888,0,abba,4.0
AUS000016903182,1,baaaaab,7.0
AUS000056210448,0,b,1.0
AUS000056210449,1,abab,4.0
AUS000030405661,0,a,1.0
AUS000055210259,0,b,1.0
AUS000015902975,0,b,1.0
AUS000015902979,1,ab,2.0
AUS000066412426,0,a,1.0
AUS000066412427,1,bab,3.0
AUS000012402304,1,abbab,5.0
AUS000012402307,0,ab,2.0
AUS000012402317,1,baabb,5.0
AUS000010501956,0,b,1.0
AUS000010501964,1,ab,2.0
AUS000009501786,0,b,1.0
AUS000009501790,1,abab,4.0
AUS000009501792,1,ab,2.0
AUS000032806100,1,ab,2.0
AUS000052209696,1,ab,2.0
AUS000062511641,0,b,1.0
AUS000014902800,0,b,1.0
AUS000014902807,0,b,1.0
AUS000070013067,1,bab,3.0
AUS000070013054,0,bb,2.0
AUS000070013063,0,b,1.0
AUS000070013061,1,bab,3.0
AUS000035906655,1,ab,2.0
AUS000005801099,0,a,1.0
AUS000003900758,0,a,1.0
AUS000057210660,1,ab,2.0
AUS000039107215,0,b,1.0
AUS000039107221,0,b,1.0
AUS000034906494,0,b,1.0
AUS000034906505,0,b,1.0
AUS000071013248,0,a,1.0
AUS000046408603,0,b,1.0
AUS000012102256,0,a,1.0
AUS000051709614,0,bb,2.0
AUS000051709609,0,b,1.0
AUS000045508443,1,bab,3.0
AUS000045508445,1,aaaaab,6.0
AUS000008501597,1,ab,2.0
AUS000017403273,0,a,1.0
AUS000017403275,1,abbab,5.0
AUS000017403271,1,ab,2.0
AUS000040907562,0,b,1.0
AUS000008201545,1,bab,3.0
AUS000026204874,0,b,1.0
AUS000026204864,1,abab,4.0
AUS000026204860,1,ab,2.0
AUS000026204855,1,bab,3.0
AUS000035806636,1,bab,3.0
AUS000035806635,0,b,1.0
AUS000071513336,1,abab,4.0
AUS000051109502,1,ab,2.0
AUS000051109506,0,a,1.0
AUS000051109504,1,bab,3.0
AUS000007901480,0,b,1.0
AUS000046708660,0,b,1.0
AUS000052309713,1,abb,3.0
AUS000052309719,0,b,1.0
AUS000052309710,1,ab,2.0
AUS000047208748,1,abab,4.0
AUS000047208747,1,bab,3.0
AUS000024304475,0,aba,3.0
AUS000026104846,0,bb,2.0
AUS000026104836,1,bab,3.0
AUS000003400653,1,bab,3.0
AUS000003400650,1,abab,4.0
AUS000003400648,0,b,1.0
AUS000031105780,1,ab,2.0
AUS000068212745,1,ab,2.0
AUS000068212733,0,b,1.0
AUS000068212741,1,ab,2.0
AUS000020303777,0,ab,2.0
AUS000020303772,1,ab,2.0
AUS000020303778,0,aaaaaaa,7.0
AUS000072713547,0,b,1.0
AUS000072713560,0,b,1.0
AUS000013202450,1,abab,4.0
AUS000013202451,0,aba,3.0
AUS000061411455,1,ab,2.0
AUS000040607513,1,bab,3.0
AUS000040607508,1,baab,4.0
AUS000071713382,0,b,1.0
AUS000024904589,0,b,1.0
AUS000019603661,1,bab,3.0
AUS000002200403,0,b,1.0
AUS000071413317,1,bab,3.0
AUS000031805912,1,ab,2.0
AUS000045308414,0,b,1.0
AUS000045308411,0,a,1.0
AUS000050609408,1,ab,2.0
AUS000050609409,1,ab,2.0
AUS000028405304,0,a,1.0
AUS000028405290,1,abab,4.0
AUS000063511849,0,b,1.0
AUS000063511835,0,ba,2.0
AUS000063511842,1,abbab,5.0
AUS000074013814,1,ab,2.0
AUS000074013817,0,b,1.0
AUS000039707340,1,ab,2.0
AUS000039707351,0,bb,2.0
AUS000015802956,0,b,1.0
AUS000019303613,1,bab,3.0
AUS000061111389,1,ab,2.0
AUS000061111400,1,bab,3.0
AUS000003600702,1,bab,3.0
AUS000006301203,1,abab,4.0
AUS000058310859,1,abab,4.0
AUS000058310862,1,ab,2.0
AUS000058310850,0,ab,2.0
AUS000069813034,0,b,1.0
AUS000069813023,1,abb,3.0
AUS000069813024,1,bab,3.0
AUS000015602918,1,bab,3.0
AUS000015602916,1,bab,3.0
AUS000041707714,1,ab,2.0
AUS000041707709,1,abab,4.0
AUS000020503797,1,abab,4.0
AUS000020503793,1,ab,2.0
AUS000048408954,1,abab,4.0
AUS000048408971,1,abab,4.0
AUS000048408968,1,bab,3.0
AUS000016803153,0,a,1.0
AUS000016803150,0,b,1.0
AUS000059411060,1,ab,2.0
AUS000059411056,0,ba,2.0
AUS000043208002,0,b,1.0
AUS000043207999,0,bb,2.0
AUS000043208001,1,ab,2.0
AUS000057710740,0,a,1.0
AUS000057710736,0,a,1.0
AUS000047108726,1,ab,2.0
AUS000047108723,1,ab,2.0
AUS000047108721,1,ababb,5.0
AUS000070913225,1,abab,4.0
AUS000031505863,0,b,1.0
AUS000031505847,0,b,1.0
AUS000031505850,0,b,1.0
AUS000006001152,0,bb,2.0
AUS000001400253,1,abab,4.0
AUS000001400265,1,bab,3.0
AUS000066512442,1,ab,2.0
AUS000010301919,1,ab,2.0
AUS000057110636,1,abab,4.0
AUS000068812858,0,b,1.0
AUS000068812860,1,ab,2.0
AUS000068812864,1,bab,3.0
AUS000021103905,1,bab,3.0
AUS000021103907,1,babb,4.0
AUS000026905006,0,b,1.0
AUS000026905003,0,b,1.0
AUS000026904998,1,ab,2.0
AUS000068712848,1,abab,4.0
AUS000068712835,0,b,1.0
AUS000006701270,1,aaaaaab,7.0
AUS000045008350,0,b,1.0
AUS000045008348,1,ab,2.0
AUS000021804050,1,ab,2.0
AUS000029305457,0,a,1.0
AUS000032105966,1,ab,2.0
AUS000068312755,0,b,1.0
AUS000007001312,0,b,1.0
AUS000062711687,0,a,1.0
AUS000036106685,1,ab,2.0
AUS000066912510,0,b,1.0
AUS000044508247,1,abab,4.0
AUS000066112372,0,a,1.0
AUS000066112363,0,bbb,3.0
AUS000066112367,0,aa,2.0
AUS000025704769,1,bab,3.0
AUS000025704770,0,b,1.0
AUS000056710531,1,aaaaab,6.0
AUS000056710538,0,b,1.0
AUS000044008146,1,abb,3.0
AUS000044008151,0,b,1.0
AUS000031205799,0,b,1.0
AUS000031205791,1,ab,2.0
AUS000017003190,0,b,1.0
AUS000017003198,0,b,1.0
AUS000041607678,1,ab,2.0
AUS000041607694,0,b,1.0
AUS000017603320,1,abab,4.0
AUS000017603314,0,b,1.0
AUS000007301363,1,ab,2.0
AUS000059811144,0,a,1.0
AUS000059811149,0,b,1.0
AUS000074813976,0,bb,2.0
AUS000044908324,0,b,1.0
AUS000020103750,0,a,1.0
AUS000010601984,0,b,1.0
AUS000010601976,1,bab,3.0
AUS000054510148,1,abab,4.0
AUS000054510145,0,b,1.0
AUS000054510141,1,ab,2.0
AUS000047308759,1,ab,2.0
AUS000025804780,0,b,1.0
AUS000025804786,1,bab,3.0
AUS000012002239,0,a,1.0
AUS000012002233,1,ababb,5.0
AUS000032606051,1,abab,4.0
AUS000032906109,0,a,1.0
AUS000032906115,0,b,1.0
AUS000032906113,0,b,1.0
AUS000069112911,0,b,1.0
AUS000043107992,1,babb,4.0
AUS000043107983,0,b,1.0
AUS000063211796,0,b,1.0
AUS000063211804,1,ab,2.0
AUS000030905755,1,ab,2.0
AUS000021604014,0,b,1.0
AUS000000900147,1,ab,2.0
AUS000000900159,1,babb,4.0
AUS000067912686,1,abab,4.0
AUS000076914359,1,ab,2.0
AUS000076914365,1,ab,2.0
AUS000037806994,1,ab,2.0
AUS000037806991,1,bab,3.0
AUS000037806988,1,ab,2.0
AUS000069312958,0,b,1.0
AUS000069312957,1,ab,2.0
AUS000069312961,1,abab,4.0
AUS000054910212,1,bab,3.0
AUS000050709438,1,bab,3.0
AUS000050709425,0,b,1.0
AUS000050709433,1,ab,2.0
AUS000004300842,1,ab,2.0
AUS000076014209,0,a,1.0
AUS000058710946,1,ab,2.0
AUS000058710936,1,abab,4.0
AUS000004100809,0,b,1.0
AUS000053209884,0,b,1.0
AUS000053209887,1,abb,3.0
AUS000053209870,1,abab,4.0
AUS000038107052,1,ab,2.0
AUS000042707921,1,ab,2.0
AUS000060911359,1,ab,2.0
AUS000013502533,1,abab,4.0
AUS000013502528,0,b,1.0
AUS000060011192,1,bab,3.0
AUS000062311623,1,ab,2.0
AUS000062311608,0,b,1.0
AUS000064612061,0,b,1.0
AUS000022204105,1,ab,2.0
AUS000030805737,1,ab,2.0
AUS000030805738,1,bab,3.0
AUS000002700514,1,ababb,5.0
AUS000002700528,1,ab,2.0
AUT000015603943,1,ab,2.0
AUT000016604134,0,b,1.0
AUT000017504362,1,ab,2.0
AUT000004300958,0,b,1.0
AUT000001800367,1,ab,2.0
AUT000004100901,0,b,1.0
AUT000017904442,0,b,1.0
AUT000014603709,1,abab,4.0
AUT000010602652,1,ab,2.0
AUT000004801073,1,ab,2.0
AUT000004801084,1,ab,2.0
AUT000008302086,1,bab,3.0
AUT000001000259,0,b,1.0
AUT000007501881,0,b,1.0
AUT000007501910,0,b,1.0
AUT000018704631,0,b,1.0
AUT000009702460,0,b,1.0
AUT000009702439,1,ab,2.0
AUT000009702457,0,b,1.0
AUT000016904208,1,ab,2.0
AUT000013903526,1,bab,3.0
AUT000013903514,1,ab,2.0
AUT000015303878,0,b,1.0
AUT000013003276,0,a,1.0
AUT000002500504,0,b,1.0
AUT000002500514,0,b,1.0
AUT000009202333,0,b,1.0
AUT000009202322,1,abb,3.0
AUT000009202328,0,a,1.0
AUT000008502153,1,bab,3.0
AUT000008502136,0,bb,2.0
AUT000005101176,1,abb,3.0
AUT000016504092,1,bab,3.0
AUT000016504112,1,aaaaab,6.0
AUT000016504118,1,abab,4.0
AUT000011102788,0,b,1.0
AUT000003900843,0,a,1.0
AUT000003900833,1,abab,4.0
AUT000003900837,1,ab,2.0
AUT000006401545,0,b,1.0
AUT000006401567,0,b,1.0
AUT000006401553,0,b,1.0
AUT000006401549,1,abab,4.0
AUT000003800809,1,ab,2.0
AUT000013103295,0,b,1.0
AUT000013103307,1,ab,2.0
AUT000004601049,1,abab,4.0
AUT000004601029,1,ab,2.0
AUT000010502646,0,a,1.0
AUT000010502632,0,b,1.0
AUT000009002272,1,bab,3.0
AUT000009002265,1,ab,2.0
AUT000017004234,1,ab,2.0
AUT000017004258,1,abab,4.0
AUT000006601607,0,b,1.0
AUT000006601615,0,b,1.0
AUT000005701345,0,b,1.0
AUT000017204301,0,b,1.0
AUT000017204299,0,a,1.0
AUT000000500086,0,b,1.0
AUT000000500078,1,bab,3.0
AUT000012803196,0,b,1.0
AUT000012803223,1,bab,3.0
AUT000014003560,0,b,1.0
AUT000014003562,0,a,1.0
AUT000014003564,1,bab,3.0
AUT000013803500,0,b,1.0
AUT000007301840,1,abab,4.0
AUT000007301848,1,ab,2.0
AUT000002400488,1,abab,4.0
AUT000009502410,0,b,1.0
AUT000009502426,0,b,1.0
AUT000009502403,1,ab,2.0
AUT000013703453,1,ab,2.0
AUT000015103838,1,ab,2.0
AUT000015103817,1,bab,3.0
AUT000015103819,1,ab,2.0
AUT000015103816,0,ba,2.0
AUT000003700805,1,abab,4.0
AUT000003700781,1,ab,2.0
AUT000003700798,0,b,1.0
AUT000010202546,1,bab,3.0
AUT000002700566,1,abab,4.0
AUT000002700561,0,b,1.0
AUT000002700585,1,ab,2.0
AUT000011402874,1,abab,4.0
AUT000011402895,0,b,1.0
AUT000011402896,1,abab,4.0
AUT000008602184,0,a,1.0
AUT000005801365,1,aaaaab,6.0
AUT000002900631,0,b,1.0
AUT000002900639,0,b,1.0
AUT000002000393,0,b,1.0
AUT000002000406,1,bab,3.0
AUT000000200038,0,ba,2.0
AUT000000200044,0,b,1.0
AUT000008902246,0,b,1.0
AUT000008902239,0,b,1.0
AUT000014203610,0,ab,2.0
AUT000016404072,1,ab,2.0
AUT000016404082,1,ab,2.0
AUT000000400061,1,ab,2.0
AUT000013403389,0,b,1.0
AUT000001300300,1,abab,4.0
AUT000001300299,0,b,1.0
AUT000009602433,0,b,1.0
AUT000000900226,0,b,1.0
AUT000000900212,0,b,1.0
AUT000005201226,1,abab,4.0
AUT000005201218,0,b,1.0
AUT000016304068,1,ab,2.0
AUT000016304039,1,ab,2.0
AUT000016304037,1,ab,2.0
AUT000003200705,1,ab,2.0
AUT000003200676,1,ab,2.0
AUT000011302854,1,abab,4.0
AUT000011302859,0,b,1.0
AUT000011302843,1,bab,3.0
AUT000014303635,1,aaaaab,6.0
AUT000014303615,0,b,1.0
AUT000008402133,1,ab,2.0
AUT000000700160,0,b,1.0
AUT000005001157,0,b,1.0
AUT000005001153,0,a,1.0
AUT000010702691,1,ab,2.0
AUT000012103043,0,a,1.0
AUT000012103070,0,aba,3.0
AUT000009302355,0,b,1.0
AUT000004400971,0,b,1.0
AUT000004400969,0,aa,2.0
AUT000014103590,0,b,1.0
AUT000014103600,1,ab,2.0
AUT000012003011,0,b,1.0
AUT000012003019,0,b,1.0
AUT000000100009,1,bab,3.0
AUT000002800593,1,abab,4.0
AUT000002800596,1,ab,2.0
AUT000012603140,0,b,1.0
AUT000012603155,1,abab,4.0
AUT000003500715,1,bab,3.0
AUT000012203078,0,b,1.0
AUT000012203080,0,a,1.0
AUT000015203843,0,b,1.0
AUT000014903765,1,ab,2.0
AUT000006701639,1,bab,3.0
AUT000006701650,0,b,1.0
AUT000014403672,0,b,1.0
AUT000016004011,0,b,1.0
AUT000002300462,0,bb,2.0
AUT000010302576,0,a,1.0
AUT000010302568,0,b,1.0
AUT000007201802,1,ab,2.0
AUT000015903982,1,ab,2.0
AUT000006101468,0,b,1.0
AUT000006101463,0,b,1.0
AUT000011502897,1,ab,2.0
AUT000011502907,0,b,1.0
AUT000018504591,0,b,1.0
AUT000002100413,0,b,1.0
AUT000013203350,0,b,1.0
AUT000013203328,1,ab,2.0
AUT000013203329,0,b,1.0
AUT000013203337,0,a,1.0
AUT000005501280,0,b,1.0
AUT000015403906,1,bab,3.0
AUT000007001739,1,ab,2.0
AUT000007001735,1,ab,2.0
AUT000012303095,1,ab,2.0
AUT000012303089,1,bab,3.0
AUT000014503703,1,abab,4.0
AUT000006201481,1,abab,4.0
AUT000008002002,1,bab,3.0
AUT000013303377,1,ab,2.0
AUT000013303374,1,ab,2.0
AUT000013303357,1,bab,3.0
AUT000007701943,1,ab,2.0
AUT000007701922,1,abab,4.0
AUT000015503930,1,bab,3.0
AUT000015503933,1,abab,4.0
AUT000011802984,0,b,1.0
AUT000011802995,1,abab,4.0
AUT000010902761,1,ab,2.0
AUT000017304340,1,bab,3.0
AUT000017304347,0,b,1.0
AUT000004200924,0,b,1.0
AUT000007101772,1,ab,2.0
AUT000007101771,0,ab,2.0
AUT000007101751,1,abab,4.0
AUT000001100271,0,b,1.0
AUT000004500995,0,b,1.0
AUT000004501010,1,bab,3.0
AUT000004500998,0,a,1.0
AUT000011202830,1,babb,4.0
AUT000000600114,1,abab,4.0
AUT000000600111,1,bab,3.0
AUT000000600106,1,ab,2.0
AUT000006001433,0,bb,2.0
AUT000013503422,0,a,1.0
AUT000013503418,1,abab,4.0
AUT000013503411,1,abab,4.0
AUT000015003792,0,a,1.0
AUT000006801669,1,ab,2.0
AUT000004000882,1,ab,2.0
AUT000004000866,1,ab,2.0
AUT000017604385,0,b,1.0
AUT000017604379,0,b,1.0
AUT000006901708,1,bab,3.0
AUT000006901709,1,abab,4.0
AUT000006901700,1,bab,3.0
AUT000003600769,1,ab,2.0
AUT000006301511,1,bab,3.0
AUT000014703742,1,bab,3.0
AUT000014703754,1,ab,2.0
AUT000009802468,0,b,1.0
AUT000009802484,1,babb,4.0
AUT000004901121,0,ab,2.0
AUT000005301236,1,abab,4.0
AUT000005301240,0,b,1.0
AUT000018004469,0,b,1.0
AUT000018004457,1,bab,3.0
AUT000015803950,0,b,1.0
AUT000015803970,1,ab,2.0
AUT000018904664,0,b,1.0
AUT000018904690,1,abab,4.0
AUT000010802720,1,bab,3.0
AUT000010802732,0,b,1.0
AUT000010802731,1,bab,3.0
AUT000017104268,0,b,1.0
AUT000017104274,1,bab,3.0
AUT000017704410,1,ab,2.0
AUT000017704409,1,bab,3.0
AUT000017704429,0,a,1.0
